timestamp,PKLT_CD,PKLT_NM,liveCnt,remainCnt
2025-12-28 00:17:11,171721,세종로 공영주차장(시),147,1113
2025-12-28 00:17:11,171730,종묘주차장 공영주차장(시),429,888
2025-12-28 00:17:11,171900,훈련원공원 공영주차장(시),245,628
2025-12-28 00:17:11,172051,한강진역 공영주차장(시),26,148
2025-12-28 00:17:11,172065,용산주차빌딩 공영주차장(시),124,437
2025-12-28 00:17:11,172382,봉화산역(남) 공영주차장(시),0,85
2025-12-28 00:17:11,172605,우이동 공영주차장(시),0,82
2025-12-28 00:17:11,172844,마포유수지(시),177,326
2025-12-28 00:17:11,172935,웃우물 공영주차장(시),54,25
2025-12-28 00:17:11,172937,목동체비지 공영주차장(시),19,36
2025-12-28 00:17:11,172970,방화역(서) 공영주차장(시),56,13
2025-12-28 00:17:11,172971,방화역(동) 공영주차장(시),1995,0
2025-12-28 00:17:11,172979,개화산역 공영주차장(시),217,104
2025-12-28 00:17:11,173005,가양3동 공영주차장(시),163,0
2025-12-28 00:17:11,173047,가양역 공영주차장(시),47,32
2025-12-28 00:17:11,173424,일원역 공영주차장(시),30,37
2025-12-28 00:17:11,173452,사당노외 공영주차장(시),94,89
2025-12-28 00:17:11,173553,수서역북 공영주차장(시),189,372
2025-12-28 00:17:11,173646,신천유수지 공영주차장(시),34,158
2025-12-28 00:17:11,173752,복정역 공영주차장(시),38,324
2025-12-28 00:17:11,173828,남산한옥마을 공영주차장(시),2,14
2025-12-28 00:17:11,173831,도봉산 공영주차장(시),31,111
2025-12-28 00:17:11,173840,볕우물 공영주차장(시),93,3
2025-12-28 00:17:11,173867,천호역 공영주차장(시),626,805
2025-12-28 00:17:11,881056,목동노외 공영주차장(시),0,48
2025-12-28 00:17:11,1037932,구로디지털단지역 공영주차장(시),46,45
2025-12-28 00:17:11,1040225,논현로22길(시),37,60
2025-12-28 00:17:11,1051043,구파발역 공영주차장(시),271,128
2025-12-28 00:17:11,1163833,봉천복개3 공영주차장(시),31,0
2025-12-28 00:17:11,1167546,독산동 금천교 공영주차장(시),15,0
2025-12-28 00:17:11,1208601,청계2(북2) 공영주차장(시),4,0
2025-12-28 00:17:11,1210657,청계3(북1) 공영주차장(시),10,0
2025-12-28 00:17:11,1234305,가마산고가밑 공영주차장(시),18,0
2025-12-28 00:17:11,1235522,청계3(남) 공영주차장(시),0,1
2025-12-28 00:17:11,1235665,청계6(청평화) 공영주차장(시),3,0
2025-12-28 00:17:11,1236612,남대문 화물 공영주차장(시),0,1
2025-12-28 00:17:11,1247636,신설동 공영주차장(시),32,47
2025-12-28 00:17:11,1277144,영등포구청역 공영주차장(시),40,97
2025-12-28 00:17:11,1277145,잠실역 공영주차장(시),71,286
2025-12-28 00:17:11,1277146,장안2동 공영주차장(시),63,17
2025-12-28 00:17:11,1277157,해방촌노외 공영주차장(시),0,24
2025-12-28 00:17:11,1277160,당산노외 공영주차장(시),51,185
2025-12-28 00:17:11,1277163,명일파출소 공영주차장(시),8,3
2025-12-28 00:17:11,1366527,동작대교 공영주차장(시),38,50
2025-12-28 00:17:11,1366576,개화역 공영주차장(시),389,91
2025-12-28 00:17:11,1366590,신대방역 공영주차장(시),46,14
2025-12-28 00:17:11,1366593,구로디지털단지역(상) 공영주차장(시),27,4
2025-12-28 00:17:11,1366600,학여울 공영주차장(시),73,107
2025-12-28 00:17:11,1366602,일원터널 공영주차장(시),0,11
2025-12-28 00:17:11,1366624,창동역(서) 공영주차장(시),28,78
2025-12-28 00:17:11,1366903,석계역 공영주차장(시),32,38
2025-12-28 00:17:11,1367120,동구로 공영주차장(시),45,25
2025-12-28 00:17:11,1367264,적선동 주차장(시),5,23
2025-12-28 00:17:11,1367564,해군본부앞 공영주차장(시),9,0
2025-12-28 00:17:11,1367773,가산동 금천교 공영주차장(시),25,0
2025-12-28 00:17:11,1367792,당산고가밑 공영주차장(시),15,0
2025-12-28 00:17:11,1367804,을지로 공영주차장(시),48,0
2025-12-28 00:17:11,1368955,남산공원 소월로 관광버스전용 주차장(시),9,0
2025-12-28 00:17:11,1369476,탑골공원 관광버스전용 주차장(시),2,0
2025-12-28 00:17:11,1372454,대림노외 공영주차장(시),64,29
2025-12-28 00:17:11,1372873,도봉산역 공영주차장(시),77,281
2025-12-28 00:17:11,1384198,동대문 공영주차장(시),66,1026
2025-12-28 00:17:11,1386536,서울글로벌센터 공영주차장(시),5,39
2025-12-28 00:17:11,1404936,천왕역 공영주차장(시),17,310
2025-12-28 00:17:11,1424461,DDP북측 마장로 관광버스전용 주차장(시),1,0
2025-12-28 00:17:11,1425816,동국제강 공영주차장(시),5,8
2025-12-28 00:17:11,1427633,DDP동측(양쪽) 관광버스전용 주차장(시),8,0
2025-12-28 00:17:11,1430035,남대문 초입 관광버스전용 주차장(시),1,0
2025-12-28 00:17:11,1430042,남대문 시장 관광버스전용 주차장(시),2,0
2025-12-28 00:17:11,1437917,영남 공영주차장(시),158,412
2025-12-28 00:17:11,1451364,청계7가 공영주차장(시),15,0
2025-12-28 00:17:11,1451370,동순라길(종묘) 관광버스전용 주차장(시),4,0
2025-12-28 00:17:11,1451938,청계1(북) 공영주차장(시),8,0
2025-12-28 00:17:11,1452019,청계5(북1) 공영주차장(시),8,0
2025-12-28 00:17:11,1452024,청계5(동호로_북) 공영주차장(시),4,0
2025-12-28 00:17:11,1452025,청계3(창경궁로_북1) 공영주차장(시),4,0
2025-12-28 00:17:11,1452219,청계2(돈화문로) 공영주차장(시),0,1
2025-12-28 00:17:11,1452263,사직로3 관광버스 주차허용 구간(시),0,1
2025-12-28 00:17:11,1452264,창의문로 관광버스 주차허용 구간(시),0,1
2025-12-28 00:17:11,1452323,사직로1 관광버스 주차허용 구간(시),0,1
2025-12-28 00:17:11,1452337,관철동 공영주차장(시),2,0
2025-12-28 00:17:11,1452441,청계6(북) 공영주차장(시),4,0
2025-12-28 00:17:11,1452721,청계2(북1) 공영주차장(시),6,0
2025-12-28 00:17:11,1452740,창경궁로1 관광버스 주차허용 구간(시),0,1
2025-12-28 00:17:11,1452743,사직로2 관광버스 주차허용 구간(시),0,1
2025-12-28 00:17:11,1453742,당고개위 공영주차장(시),5,0
2025-12-28 00:17:11,1475224,성내역(잠실나루역) 공영주차장(시),19,0
2025-12-28 00:17:11,1477337,동작대교(위) 공영주차장(시),10,0
2025-12-28 00:17:11,1496216,압구정고가1 공영주차장(시),2,0
2025-12-28 00:17:11,1496233,동호대교(남) 공영주차장(시),15,0
2025-12-28 00:17:11,1496373,압구정고가2 공영주차장(시),3,0
2025-12-28 00:17:11,1499707,대림역2 공영주차장(시),19,0
2025-12-28 00:17:11,1499736,제방도로 공영주차장(시),0,1
2025-12-28 00:17:11,1504809,방화로 공영주차장(시),0,1
2025-12-28 00:17:11,1509662,청계5(동호로_남) 공영주차장(시),0,1
2025-12-28 00:17:11,1509853,청계3(창경궁로_남) 공영주차장(시),8,0
2025-12-28 00:17:11,1509989,성산로 관광버스 주차허용 구간(시),0,1
2025-12-28 00:17:11,1510016,청계5(남) 공영주차장(시),0,1
2025-12-28 00:17:11,1510063,청계5가 공영주차장(시),0,1
2025-12-28 00:17:11,1510350,청계6(신평화시장앞) 공영주차장(시),3,0
2025-12-28 00:17:11,1510496,청계6(동평화) 공영주차장(시),4,0
2025-12-28 00:17:11,1510632,청계5(방산동) 공영주차장(시),0,1
2025-12-28 00:17:11,1511346,남대문시장3번게이트 이륜차 주차장(시),0,1
2025-12-28 00:17:11,1511365,서울스퀘어빌딩앞 이륜차 전용주차장(시),0,1
2025-12-28 00:17:11,1511395,남대문시장2번게이트앞 이륜차 주차장(시),0,1
2025-12-28 00:17:11,1511592,소파길노상 공영주차장(시),0,1
2025-12-28 00:17:11,1511816,마른내길 공영주차장(시),19,0
2025-12-28 00:17:11,1511971,남산파출소 공영주차장(시),0,1
2025-12-28 00:17:11,1512095,남산공원 소파로 관광버스전용 주차장(시),12,0
2025-12-28 00:17:11,1512125,청계8가 공영주차장(시),11,0
2025-12-28 00:17:11,1512129,청계3(동호로) 공영주차장(시),0,1
2025-12-28 00:17:11,1512161,소파로케이블카앞 관광버스전용 주차장(시),1,0
2025-12-28 00:17:11,1540689,청계8가(남) 공영주차장(시),35,0
2025-12-28 00:17:11,1545252,문래1동 공영주차장(시),7,0
2025-12-28 00:17:11,1545259,영등포로터리 공영주차장(시),4,0
2025-12-28 00:17:11,1549662,장충단로(한남광장) 관광버스전용 주차장(시),3,0
2025-12-28 00:17:11,1551145,양평동(동) 공영주차장(시),0,1
2025-12-28 00:17:11,1561603,여의서로 공영주차장(시),39,0
2025-12-28 00:17:11,1562029,대림역 공영주차장(시),11,0
2025-12-28 00:17:11,1566690,남대문시장자유상가앞 이륜차 주차장(시),0,1
2025-12-28 00:17:11,1566861,남대문시장알파문구앞 이륜차 주차장(시),0,1
2025-12-28 00:17:11,1566863,남대문시장연세상가앞 이륜차 주차장(시),0,1
2025-12-28 00:17:11,1575315,남부여성발전센터 공영주차장(시),119,9
2025-12-28 00:17:11,1575751,신방화역 공영주차장(시),150,49
2025-12-28 00:17:11,1576126,진흥로 공영주차장(시),9,0
2025-12-28 00:17:11,1576208,온수역(남) 공영주차장(시),19,0
2025-12-28 00:17:11,1576313,옥수역 공영주차장(시),0,1
2025-12-28 00:17:11,1576347,돈화문로 공영주차장(시),34,0
2025-12-28 00:17:11,1576512,도봉로 15길 공영주차장(시),10,0
2025-12-28 00:17:11,1576530,원효대교 남단 공영주차장(시),6,0
2025-12-28 00:17:11,1576703,가양라이품 공영주차장(시),2,36
2025-12-28 00:17:11,1577094,마른내로 공영주차장(시),9,0
2025-12-28 00:17:11,1582612,창경궁로2 관광버스 주차허용 구간(시),0,1
2025-12-28 00:17:11,1582627,APM플레이스 앞 관광버스 주차허용 구간(시),0,1
2025-12-28 00:17:11,1582645,세종대로3 관광버스 승하차 허용 구간(시),0,1
2025-12-28 00:17:11,1582666,토정로 관광버스 주차허용 구간(시),0,1
2025-12-28 00:17:11,1582684,모래내로 관광버스 주차허용 구간(시),0,1
2025-12-28 00:17:11,1583447,청계8가(북) 공영주차장(시),22,0
2025-12-28 00:17:11,1583862,보라매상업 공영주차장(시),60,0
2025-12-28 00:17:11,1584724,세종대로1 관광버스 승하차 허용 구간(시),0,1
2025-12-28 00:17:11,1584731,세종대로2 관광버스 승하차 허용 구간(시),0,1
2025-12-28 00:17:11,1585237,영동6교밑 공영주차장(시),21,0
2025-12-28 00:17:11,1586294,배오개길 공영주차장(시),11,0
2025-12-28 00:17:11,1588341,신월4동 공영주차장(시),2,44
2025-12-28 00:17:11,1594991,삼각지고가밑 공영주차장(시),9,0
2025-12-28 00:17:11,1912211,남산소파길 공영주차장(시),0,1
2025-12-28 00:17:11,1913385,남산예장 관광버스전용 주차장(시),0,39
2025-12-28 00:17:11,1913393,장안1동 공영주차장(시),65,6
2025-12-28 00:17:11,1913415,면목유수지 공영주차장(시),0,567
2025-12-28 00:17:11,1913605,훈련원공원 앞 관광버스 전용 주차장(시),0,1
2025-12-28 00:17:11,1913613,DDP 유어스빌딩 앞 관광버스 주차허용 구간(시),0,1
2025-12-28 00:17:11,1913615,성촌공원 남측 관광버스 주차허용 구간(시),0,1
2025-12-28 00:17:11,1913619,성암로 관광버스 주차허용 구간(시),0,1
2025-12-28 00:17:11,1913626,이태원 입구 관광버스 승하차 허용 구간(시),0,1
2025-12-28 00:17:11,1913645,신세계면세점 명동점 앞 관광버스 승하차 허용 구간(시),0,1
2025-12-28 00:17:11,1915134,효자로 관광버스 주차허용 구간(시),0,1
2025-12-28 00:17:11,1915194,여의도공원 공영주차장(시),0,1
2025-12-28 00:17:11,2872802,유료주차장(시),0,19
2025-12-28 00:17:11,2904721,일원터널(시),0,11
2025-12-28 00:17:11,2909030,마장동 공영주차장(시),0,10
2025-12-28 00:17:11,2983079,난지중앙로노상공영주차장(시),0,1
2025-12-28 00:17:11,2988461,목동노외 공영주차장(시),0,48
2025-12-28 00:17:11,3009241,방화우체국(시),0,18
2025-12-28 00:17:11,3039787,화양동공영주차장(시),0,44
2025-12-28 00:17:11,3068926,반포한강공원  반포2주차장(시),0,315
2025-12-28 00:17:11,3077801,성균관 유림회관(시),0,40
2025-12-28 00:17:11,3187200,반포천 공영주차장(파미에)(시),892,294
2025-12-28 00:17:11,3204473,중림종합복지센터 부설주차장(구_중림(제5))(시),0,95
2025-12-28 00:17:11,3204489,남산파출소공영주차장(시),0,13
2025-12-28 00:17:11,3210880,용산구 한강로2가 2-39(시),0,12
2025-12-28 00:17:11,3246229,삼성유료주차장(시),0,20
2025-12-28 00:17:11,3246676,서울암사동유적 주차장(시),0,108
2025-12-28 00:17:11,3246845,test(시),0,123
2025-12-28 00:17:11,3246959,중곡1동 공영주차장(시),75,57
2025-12-28 00:17:11,3247099,구로2동 소공원 공영주차장(시),0,104
2025-12-28 00:17:11,3247178,성북동길 공영주차장(시),0,26
2025-12-28 00:17:11,3247265,강남구 개포동 1-1(시),0,1
2025-12-28 00:17:11,3247850,강남구 개포동 1-1(시),0,1
2025-12-28 00:34:03,171721,세종로 공영주차장(시),146,1114
2025-12-28 00:34:03,171730,종묘주차장 공영주차장(시),423,894
2025-12-28 00:34:03,171900,훈련원공원 공영주차장(시),245,628
2025-12-28 00:34:03,172051,한강진역 공영주차장(시),25,149
2025-12-28 00:34:03,172065,용산주차빌딩 공영주차장(시),124,437
2025-12-28 00:34:03,172382,봉화산역(남) 공영주차장(시),0,85
2025-12-28 00:34:03,172605,우이동 공영주차장(시),0,82
2025-12-28 00:34:03,172844,마포유수지(시),175,328
2025-12-28 00:34:03,172935,웃우물 공영주차장(시),54,25
2025-12-28 00:34:03,172937,목동체비지 공영주차장(시),19,36
2025-12-28 00:34:03,172970,방화역(서) 공영주차장(시),55,14
2025-12-28 00:34:03,172971,방화역(동) 공영주차장(시),1993,0
2025-12-28 00:34:03,172979,개화산역 공영주차장(시),216,105
2025-12-28 00:34:03,173005,가양3동 공영주차장(시),163,0
2025-12-28 00:34:03,173047,가양역 공영주차장(시),47,32
2025-12-28 00:34:03,173424,일원역 공영주차장(시),29,38
2025-12-28 00:34:03,173452,사당노외 공영주차장(시),89,94
2025-12-28 00:34:03,173553,수서역북 공영주차장(시),192,369
2025-12-28 00:34:03,173646,신천유수지 공영주차장(시),33,159
2025-12-28 00:34:03,173752,복정역 공영주차장(시),38,324
2025-12-28 00:34:03,173828,남산한옥마을 공영주차장(시),2,14
2025-12-28 00:34:03,173831,도봉산 공영주차장(시),30,112
2025-12-28 00:34:03,173840,볕우물 공영주차장(시),93,3
2025-12-28 00:34:03,173867,천호역 공영주차장(시),622,809
2025-12-28 00:34:03,881056,목동노외 공영주차장(시),0,48
2025-12-28 00:34:03,1037932,구로디지털단지역 공영주차장(시),41,50
2025-12-28 00:34:03,1040225,논현로22길(시),37,60
2025-12-28 00:34:03,1051043,구파발역 공영주차장(시),270,129
2025-12-28 00:34:03,1163833,봉천복개3 공영주차장(시),31,0
2025-12-28 00:34:03,1167546,독산동 금천교 공영주차장(시),15,0
2025-12-28 00:34:03,1208601,청계2(북2) 공영주차장(시),4,0
2025-12-28 00:34:03,1210657,청계3(북1) 공영주차장(시),10,0
2025-12-28 00:34:03,1234305,가마산고가밑 공영주차장(시),18,0
2025-12-28 00:34:03,1235522,청계3(남) 공영주차장(시),0,1
2025-12-28 00:34:03,1235665,청계6(청평화) 공영주차장(시),3,0
2025-12-28 00:34:03,1236612,남대문 화물 공영주차장(시),0,1
2025-12-28 00:34:03,1247636,신설동 공영주차장(시),32,47
2025-12-28 00:34:03,1277144,영등포구청역 공영주차장(시),40,97
2025-12-28 00:34:03,1277145,잠실역 공영주차장(시),69,288
2025-12-28 00:34:03,1277146,장안2동 공영주차장(시),63,17
2025-12-28 00:34:03,1277157,해방촌노외 공영주차장(시),0,24
2025-12-28 00:34:03,1277160,당산노외 공영주차장(시),51,185
2025-12-28 00:34:03,1277163,명일파출소 공영주차장(시),8,3
2025-12-28 00:34:03,1366527,동작대교 공영주차장(시),38,50
2025-12-28 00:34:03,1366576,개화역 공영주차장(시),389,91
2025-12-28 00:34:03,1366590,신대방역 공영주차장(시),44,16
2025-12-28 00:34:03,1366593,구로디지털단지역(상) 공영주차장(시),27,4
2025-12-28 00:34:03,1366600,학여울 공영주차장(시),73,107
2025-12-28 00:34:03,1366602,일원터널 공영주차장(시),0,11
2025-12-28 00:34:03,1366624,창동역(서) 공영주차장(시),27,79
2025-12-28 00:34:03,1366903,석계역 공영주차장(시),32,38
2025-12-28 00:34:03,1367120,동구로 공영주차장(시),44,26
2025-12-28 00:34:03,1367264,적선동 주차장(시),5,23
2025-12-28 00:34:03,1367564,해군본부앞 공영주차장(시),9,0
2025-12-28 00:34:03,1367773,가산동 금천교 공영주차장(시),25,0
2025-12-28 00:34:03,1367792,당산고가밑 공영주차장(시),15,0
2025-12-28 00:34:03,1367804,을지로 공영주차장(시),49,0
2025-12-28 00:34:03,1368955,남산공원 소월로 관광버스전용 주차장(시),9,0
2025-12-28 00:34:03,1369476,탑골공원 관광버스전용 주차장(시),2,0
2025-12-28 00:34:03,1372454,대림노외 공영주차장(시),64,29
2025-12-28 00:34:03,1372873,도봉산역 공영주차장(시),75,283
2025-12-28 00:34:03,1384198,동대문 공영주차장(시),60,1032
2025-12-28 00:34:03,1386536,서울글로벌센터 공영주차장(시),5,39
2025-12-28 00:34:03,1404936,천왕역 공영주차장(시),15,312
2025-12-28 00:34:03,1424461,DDP북측 마장로 관광버스전용 주차장(시),1,0
2025-12-28 00:34:03,1425816,동국제강 공영주차장(시),5,8
2025-12-28 00:34:03,1427633,DDP동측(양쪽) 관광버스전용 주차장(시),8,0
2025-12-28 00:34:03,1430035,남대문 초입 관광버스전용 주차장(시),1,0
2025-12-28 00:34:03,1430042,남대문 시장 관광버스전용 주차장(시),2,0
2025-12-28 00:34:03,1437917,영남 공영주차장(시),154,416
2025-12-28 00:34:03,1451364,청계7가 공영주차장(시),15,0
2025-12-28 00:34:03,1451370,동순라길(종묘) 관광버스전용 주차장(시),4,0
2025-12-28 00:34:03,1451938,청계1(북) 공영주차장(시),8,0
2025-12-28 00:34:03,1452019,청계5(북1) 공영주차장(시),8,0
2025-12-28 00:34:03,1452024,청계5(동호로_북) 공영주차장(시),4,0
2025-12-28 00:34:03,1452025,청계3(창경궁로_북1) 공영주차장(시),4,0
2025-12-28 00:34:03,1452219,청계2(돈화문로) 공영주차장(시),0,1
2025-12-28 00:34:03,1452263,사직로3 관광버스 주차허용 구간(시),0,1
2025-12-28 00:34:03,1452264,창의문로 관광버스 주차허용 구간(시),0,1
2025-12-28 00:34:03,1452323,사직로1 관광버스 주차허용 구간(시),0,1
2025-12-28 00:34:03,1452337,관철동 공영주차장(시),2,0
2025-12-28 00:34:03,1452441,청계6(북) 공영주차장(시),4,0
2025-12-28 00:34:03,1452721,청계2(북1) 공영주차장(시),6,0
2025-12-28 00:34:03,1452740,창경궁로1 관광버스 주차허용 구간(시),0,1
2025-12-28 00:34:03,1452743,사직로2 관광버스 주차허용 구간(시),0,1
2025-12-28 00:34:03,1453742,당고개위 공영주차장(시),5,0
2025-12-28 00:34:03,1475224,성내역(잠실나루역) 공영주차장(시),19,0
2025-12-28 00:34:03,1477337,동작대교(위) 공영주차장(시),10,0
2025-12-28 00:34:03,1496216,압구정고가1 공영주차장(시),2,0
2025-12-28 00:34:03,1496233,동호대교(남) 공영주차장(시),15,0
2025-12-28 00:34:03,1496373,압구정고가2 공영주차장(시),3,0
2025-12-28 00:34:03,1499707,대림역2 공영주차장(시),19,0
2025-12-28 00:34:03,1499736,제방도로 공영주차장(시),0,1
2025-12-28 00:34:03,1504809,방화로 공영주차장(시),0,1
2025-12-28 00:34:03,1509662,청계5(동호로_남) 공영주차장(시),0,1
2025-12-28 00:34:03,1509853,청계3(창경궁로_남) 공영주차장(시),8,0
2025-12-28 00:34:03,1509989,성산로 관광버스 주차허용 구간(시),0,1
2025-12-28 00:34:03,1510016,청계5(남) 공영주차장(시),0,1
2025-12-28 00:34:03,1510063,청계5가 공영주차장(시),0,1
2025-12-28 00:34:03,1510350,청계6(신평화시장앞) 공영주차장(시),3,0
2025-12-28 00:34:03,1510496,청계6(동평화) 공영주차장(시),4,0
2025-12-28 00:34:03,1510632,청계5(방산동) 공영주차장(시),0,1
2025-12-28 00:34:03,1511346,남대문시장3번게이트 이륜차 주차장(시),0,1
2025-12-28 00:34:03,1511365,서울스퀘어빌딩앞 이륜차 전용주차장(시),0,1
2025-12-28 00:34:03,1511395,남대문시장2번게이트앞 이륜차 주차장(시),0,1
2025-12-28 00:34:03,1511592,소파길노상 공영주차장(시),0,1
2025-12-28 00:34:03,1511816,마른내길 공영주차장(시),18,0
2025-12-28 00:34:03,1511971,남산파출소 공영주차장(시),0,1
2025-12-28 00:34:03,1512095,남산공원 소파로 관광버스전용 주차장(시),12,0
2025-12-28 00:34:03,1512125,청계8가 공영주차장(시),11,0
2025-12-28 00:34:03,1512129,청계3(동호로) 공영주차장(시),0,1
2025-12-28 00:34:03,1512161,소파로케이블카앞 관광버스전용 주차장(시),1,0
2025-12-28 00:34:03,1540689,청계8가(남) 공영주차장(시),35,0
2025-12-28 00:34:03,1545252,문래1동 공영주차장(시),7,0
2025-12-28 00:34:03,1545259,영등포로터리 공영주차장(시),4,0
2025-12-28 00:34:03,1549662,장충단로(한남광장) 관광버스전용 주차장(시),3,0
2025-12-28 00:34:03,1551145,양평동(동) 공영주차장(시),0,1
2025-12-28 00:34:03,1561603,여의서로 공영주차장(시),39,0
2025-12-28 00:34:03,1562029,대림역 공영주차장(시),11,0
2025-12-28 00:34:03,1566690,남대문시장자유상가앞 이륜차 주차장(시),0,1
2025-12-28 00:34:03,1566861,남대문시장알파문구앞 이륜차 주차장(시),0,1
2025-12-28 00:34:03,1566863,남대문시장연세상가앞 이륜차 주차장(시),0,1
2025-12-28 00:34:03,1575315,남부여성발전센터 공영주차장(시),119,9
2025-12-28 00:34:03,1575751,신방화역 공영주차장(시),149,50
2025-12-28 00:34:03,1576126,진흥로 공영주차장(시),9,0
2025-12-28 00:34:03,1576208,온수역(남) 공영주차장(시),19,0
2025-12-28 00:34:03,1576313,옥수역 공영주차장(시),0,1
2025-12-28 00:34:03,1576347,돈화문로 공영주차장(시),30,0
2025-12-28 00:34:03,1576512,도봉로 15길 공영주차장(시),10,0
2025-12-28 00:34:03,1576530,원효대교 남단 공영주차장(시),6,0
2025-12-28 00:34:03,1576703,가양라이품 공영주차장(시),2,36
2025-12-28 00:34:03,1577094,마른내로 공영주차장(시),9,0
2025-12-28 00:34:03,1582612,창경궁로2 관광버스 주차허용 구간(시),0,1
2025-12-28 00:34:03,1582627,APM플레이스 앞 관광버스 주차허용 구간(시),0,1
2025-12-28 00:34:03,1582645,세종대로3 관광버스 승하차 허용 구간(시),0,1
2025-12-28 00:34:03,1582666,토정로 관광버스 주차허용 구간(시),0,1
2025-12-28 00:34:03,1582684,모래내로 관광버스 주차허용 구간(시),0,1
2025-12-28 00:34:03,1583447,청계8가(북) 공영주차장(시),22,0
2025-12-28 00:34:03,1583862,보라매상업 공영주차장(시),60,0
2025-12-28 00:34:03,1584724,세종대로1 관광버스 승하차 허용 구간(시),0,1
2025-12-28 00:34:03,1584731,세종대로2 관광버스 승하차 허용 구간(시),0,1
2025-12-28 00:34:03,1585237,영동6교밑 공영주차장(시),21,0
2025-12-28 00:34:03,1586294,배오개길 공영주차장(시),11,0
2025-12-28 00:34:03,1588341,신월4동 공영주차장(시),2,44
2025-12-28 00:34:03,1594991,삼각지고가밑 공영주차장(시),9,0
2025-12-28 00:34:03,1912211,남산소파길 공영주차장(시),0,1
2025-12-28 00:34:03,1913385,남산예장 관광버스전용 주차장(시),0,39
2025-12-28 00:34:03,1913393,장안1동 공영주차장(시),65,6
2025-12-28 00:34:03,1913415,면목유수지 공영주차장(시),0,567
2025-12-28 00:34:03,1913605,훈련원공원 앞 관광버스 전용 주차장(시),0,1
2025-12-28 00:34:03,1913613,DDP 유어스빌딩 앞 관광버스 주차허용 구간(시),0,1
2025-12-28 00:34:03,1913615,성촌공원 남측 관광버스 주차허용 구간(시),0,1
2025-12-28 00:34:03,1913619,성암로 관광버스 주차허용 구간(시),0,1
2025-12-28 00:34:03,1913626,이태원 입구 관광버스 승하차 허용 구간(시),0,1
2025-12-28 00:34:03,1913645,신세계면세점 명동점 앞 관광버스 승하차 허용 구간(시),0,1
2025-12-28 00:34:03,1915134,효자로 관광버스 주차허용 구간(시),0,1
2025-12-28 00:34:03,1915194,여의도공원 공영주차장(시),0,1
2025-12-28 00:34:03,2872802,유료주차장(시),0,19
2025-12-28 00:34:03,2904721,일원터널(시),0,11
2025-12-28 00:34:03,2909030,마장동 공영주차장(시),0,10
2025-12-28 00:34:03,2983079,난지중앙로노상공영주차장(시),0,1
2025-12-28 00:34:03,2988461,목동노외 공영주차장(시),0,48
2025-12-28 00:34:03,3009241,방화우체국(시),0,18
2025-12-28 00:34:03,3039787,화양동공영주차장(시),0,44
2025-12-28 00:34:03,3068926,반포한강공원  반포2주차장(시),0,315
2025-12-28 00:34:03,3077801,성균관 유림회관(시),0,40
2025-12-28 00:34:03,3187200,반포천 공영주차장(파미에)(시),887,299
2025-12-28 00:34:03,3204473,중림종합복지센터 부설주차장(구_중림(제5))(시),0,95
2025-12-28 00:34:03,3204489,남산파출소공영주차장(시),0,13
2025-12-28 00:34:03,3210880,용산구 한강로2가 2-39(시),0,12
2025-12-28 00:34:03,3246229,삼성유료주차장(시),0,20
2025-12-28 00:34:03,3246676,서울암사동유적 주차장(시),0,108
2025-12-28 00:34:03,3246845,test(시),0,123
2025-12-28 00:34:03,3246959,중곡1동 공영주차장(시),75,57
2025-12-28 00:34:03,3247099,구로2동 소공원 공영주차장(시),0,104
2025-12-28 00:34:03,3247178,성북동길 공영주차장(시),0,26
2025-12-28 00:34:03,3247265,강남구 개포동 1-1(시),0,1
2025-12-28 00:34:03,3247850,강남구 개포동 1-1(시),0,1
2025-12-28 00:45:56,171721,세종로 공영주차장(시),143,1117
2025-12-28 00:45:56,171730,종묘주차장 공영주차장(시),424,893
2025-12-28 00:45:56,171900,훈련원공원 공영주차장(시),244,629
2025-12-28 00:45:56,172051,한강진역 공영주차장(시),25,149
2025-12-28 00:45:56,172065,용산주차빌딩 공영주차장(시),124,437
2025-12-28 00:45:56,172382,봉화산역(남) 공영주차장(시),0,85
2025-12-28 00:45:56,172605,우이동 공영주차장(시),0,82
2025-12-28 00:45:56,172844,마포유수지(시),176,327
2025-12-28 00:45:56,172935,웃우물 공영주차장(시),54,25
2025-12-28 00:45:56,172937,목동체비지 공영주차장(시),19,36
2025-12-28 00:45:56,172970,방화역(서) 공영주차장(시),54,15
2025-12-28 00:45:56,172971,방화역(동) 공영주차장(시),1994,0
2025-12-28 00:45:56,172979,개화산역 공영주차장(시),216,105
2025-12-28 00:45:56,173005,가양3동 공영주차장(시),163,0
2025-12-28 00:45:56,173047,가양역 공영주차장(시),47,32
2025-12-28 00:45:56,173424,일원역 공영주차장(시),29,38
2025-12-28 00:45:56,173452,사당노외 공영주차장(시),87,96
2025-12-28 00:45:56,173553,수서역북 공영주차장(시),188,373
2025-12-28 00:45:56,173646,신천유수지 공영주차장(시),34,158
2025-12-28 00:45:56,173752,복정역 공영주차장(시),38,324
2025-12-28 00:45:56,173828,남산한옥마을 공영주차장(시),2,14
2025-12-28 00:45:56,173831,도봉산 공영주차장(시),29,113
2025-12-28 00:45:56,173840,볕우물 공영주차장(시),92,4
2025-12-28 00:45:56,173867,천호역 공영주차장(시),614,817
2025-12-28 00:45:56,881056,목동노외 공영주차장(시),0,48
2025-12-28 00:45:56,1037932,구로디지털단지역 공영주차장(시),38,53
